Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
8/5/2019 13:00,13,13,16.6,25.4,68,681,32.6,29,0
8/5/2019 14:00,8,11,16.6,26.2,63,681,33.8,26,0
8/5/2019 15:00,13,15,16.6,25.9,63,681,33.7,25,0
8/5/2019 16:00,19,15,16.7,22.6,83,681,31.3,31,0
8/5/2019 17:00,8,7,16.7,23.1,78,681,30,34,0
8/5/2019 18:00,9,9,16.6,23.6,76,681,30.6,32,0
8/5/2019 19:00,10,12,16.6,23.3,76,681,30.5,32,0
8/5/2019 20:00,11,18,16.6,23.1,76,682,30.3,32,0
8/5/2019 21:00,15,12,16.6,22.2,82,682,29.5,34,0
8/5/2019 22:00,14,14,16.6,21.9,82,682,29.2,34,0
8/5/2019 23:00,11,12,16.6,21.6,83,682,29,34,0
8/6/2019 0:00,99999,99999,0,21.5,84,682,27.1,43,1
8/6/2019 1:00,99999,99999,0,21.2,86,682,24.1,52,1
8/6/2019 2:00,99999,99999,0,21,86,681,22.8,57,1
8/6/2019 3:00,99999,99999,0,20.9,87,681,22.3,59,1
8/6/2019 4:00,99999,99999,0,20.6,89,681,21.8,61,1
8/6/2019 5:00,99999,99999,0,20.5,89,680,21.3,64,1
8/6/2019 6:00,99999,99999,0,20.6,89,680,21.3,65,1
8/6/2019 7:00,99999,99999,0,20.8,89,681,21.6,64,1
8/6/2019 8:00,99999,99999,0,20.6,92,681,21.6,65,1
8/6/2019 9:00,99999,99999,0,21.6,87,682,22,66,1
8/6/2019 18:00,99999,24,5.4,23.3,75,681,21.7,54,896
8/6/2019 19:00,89999,-3,16.6,22.6,79,681,25.1,44,0
8/6/2019 20:00,13,17,16.6,22.4,80,681,28.8,35,0
8/6/2019 21:00,18,13,16.6,21.8,87,682,29.2,36,0
8/6/2019 22:00,11,12,16.6,21.4,90,682,28.8,37,0
8/6/2019 23:00,10,10,16.6,21.2,91,682,28.2,38,0
8/7/2019 0:00,13,12,16.6,21.3,90,681,28.3,38,0
8/7/2019 1:00,8,9,16.6,21.2,89,681,28.3,37,0
8/7/2019 2:00,8,8,16.6,20.9,92,681,27.8,39,0
8/7/2019 3:00,6,7,16.6,20.7,93,680,27.5,40,0
8/7/2019 4:00,8,7,16.6,20.8,91,680,27.6,39,0
8/7/2019 5:00,5,6,16.6,21,89,680,27.8,38,0
8/7/2019 6:00,5,10,16.6,21,89,680,28.1,37,0
8/7/2019 7:00,14,16,16.6,20.8,92,680,28.4,37,0
8/7/2019 8:00,19,23,16.6,21.1,91,681,28.5,37,0
8/7/2019 9:00,24,21,16.6,21.1,94,681,28.2,39,0
8/7/2019 10:00,23,24,16.6,21.1,95,682,27.8,40,0
8/7/2019 11:00,23,15,16.6,21.9,90,681,28.4,39,0
8/7/2019 12:00,13,16,16.6,23,84,681,29.7,36,0
8/7/2019 13:00,13,10,16.6,23.6,81,680,30.5,35,0
8/7/2019 14:00,9,9,16.6,24.1,77,680,31.2,33,0
8/7/2019 15:00,8,8,16.6,24.3,75,680,31.4,32,0
8/7/2019 16:00,3,9,16.6,23.9,77,679,31.3,32,0
8/7/2019 17:00,9,11,16.6,23.9,77,679,31,32,0
8/7/2019 18:00,13,13,16.6,23.8,75,679,30.9,32,0
8/7/2019 19:00,13,16,16.6,23.4,78,680,30.5,33,0
8/7/2019 20:00,14,14,16.6,22.9,81,680,29.9,34,0
8/7/2019 21:00,19,17,16.6,22,87,681,29.2,36,0
8/7/2019 22:00,12,15,16.6,21.6,90,681,28.6,38,0
8/7/2019 23:00,15,14,16.6,21.5,91,681,28.5,38,0
8/8/2019 0:00,11,12,16.6,21.4,90,681,28.5,38,0
8/8/2019 1:00,10,9,16.6,21.4,90,680,28.5,38,0
8/8/2019 2:00,9,7,16.6,21.5,89,679,28.4,38,0
8/8/2019 3:00,7,10,16.6,21.5,88,679,28.3,37,0
8/8/2019 4:00,11,10,16.6,21.6,87,679,28.4,37,0
8/8/2019 5:00,9,9,16.6,21.6,87,679,28.5,37,0
8/8/2019 6:00,10,13,16.6,21.5,89,680,28.5,37,0
8/8/2019 7:00,16,11,16.6,21,92,680,27.8,39,0
8/8/2019 8:00,16,21,16.6,21.3,92,680,28,40,0
8/8/2019 9:00,18,15,16.6,22.3,86,680,29,37,0
8/8/2019 10:00,17,15,16.6,22.8,83,681,29.8,35,0
8/8/2019 11:00,13,16,16.6,23.8,78,681,31,33,0
8/8/2019 12:00,16,12,16.6,23.6,80,681,31.1,33,0
8/8/2019 13:00,12,19,16.6,24.9,74,680,32.3,30,0
8/8/2019 14:00,19,20,16.6,24.7,75,680,32.7,30,0
8/8/2019 15:00,19,25,16.6,23.7,85,679,31.6,33,0
8/8/2019 16:00,25,24,16.6,22.4,92,679,29.5,38,0
8/8/2019 17:00,19,17,16.6,21.7,94,679,28.4,40,0
8/8/2019 18:00,23347,99999,16.2,22.5,91,679,28.7,40,512
8/8/2019 19:00,99999,28,16.4,22.6,88,679,28.8,38,768
8/8/2019 20:00,11685,18,16.6,22.1,91,680,29.1,37,0
8/8/2019 21:00,18,19,16.6,21.8,91,681,28.9,37,0
8/8/2019 22:00,16,18,16.6,21.6,92,681,28.7,38,0
8/8/2019 23:00,21,17,16.6,21.4,92,681,28.7,37,0
8/9/2019 0:00,18,13,16.6,21.4,92,681,28.6,37,0
8/9/2019 1:00,13,14,16.6,21.3,92,681,28.6,37,0
8/9/2019 2:00,16,9,16.6,21.2,93,680,28.6,37,0
8/9/2019 3:00,7,6,16.6,21.1,93,680,28.4,37,0
8/9/2019 4:00,5,8,16.6,21,93,680,28.3,38,0
8/9/2019 5:00,8,6,16.7,20.8,94,680,28,38,0
8/9/2019 6:00,10,14,16.6,21.1,91,680,27.9,38,0
8/9/2019 7:00,16,18,16.6,21,91,680,28,37,0
8/9/2019 8:00,19,19,16.6,21.2,92,681,28.1,38,0
8/9/2019 9:00,21,22,16.6,22.2,86,681,29.2,36,0
8/9/2019 10:00,18,17,16.6,22.8,84,682,30.5,33,0
8/9/2019 11:00,18,22,16.6,23.2,83,682,31,33,0
8/9/2019 12:00,18,18,16.6,24.9,73,681,32,30,0
8/9/2019 13:00,16,20,16.6,25,71,681,32.4,28,0
8/9/2019 14:00,16,18,16.6,25.2,70,681,32.7,28,0
8/9/2019 15:00,12,14,16.6,25.2,69,681,32.8,27,0
8/9/2019 16:00,18,15,16.6,24.4,75,681,32.3,29,0
8/9/2019 17:00,18,20,16.6,24.2,78,681,32.1,30,0
8/9/2019 18:00,20,14,16.6,22.9,83,681,30.8,32,0
8/9/2019 19:00,13,16,16.6,22.1,87,682,30,34,0
8/9/2019 20:00,11,14,16.6,21.5,91,681,29.2,36,0
8/9/2019 21:00,15,14,16.6,21.3,89,682,28.8,36,0
8/9/2019 22:00,14,12,16.6,21.1,92,683,28.5,37,0
8/9/2019 23:00,9,13,16.6,21.1,91,683,28.5,37,0
8/10/2019 0:00,11,12,16.6,21,91,682,28.6,36,0
8/10/2019 1:00,6,9,16.6,20.8,92,682,28.4,36,0
8/10/2019 2:00,9,9,16.6,20.7,91,681,28.3,36,0
8/10/2019 3:00,11,14,16.6,20.8,90,681,28.2,36,0
8/10/2019 4:00,15,13,16.6,20.7,90,681,28.1,36,0
8/10/2019 5:00,14,13,16.6,20.6,90,681,27.7,37,0
8/10/2019 6:00,10,12,16.6,20.7,89,681,27.7,37,0
8/10/2019 7:00,11,14,16.6,20.6,90,681,28,36,0
8/10/2019 8:00,16,19,16.6,20.8,89,682,28.4,35,0
8/10/2019 9:00,18,16,16.6,22.2,82,682,29.4,34,0
8/10/2019 10:00,13,8,16.6,23.6,74,682,30.7,31,0
8/10/2019 11:00,13,19,16.6,23.9,74,682,32.1,29,0
8/10/2019 12:00,16,14,16.6,25.2,69,682,32.9,28,0
8/10/2019 13:00,14,16,16.6,26.1,67,681,34.2,26,0
8/10/2019 14:00,17,17,16.6,25.8,68,681,34.3,26,0
8/10/2019 15:00,17,18,16.6,25.8,67,681,33.9,26,0
8/10/2019 16:00,17,14,16.6,24.5,73,681,32.8,28,0
8/10/2019 17:00,15,13,16.6,24.4,70,681,32.4,27,0
8/10/2019 18:00,16,18,16.6,24,73,681,32,28,0
8/10/2019 19:00,16,16,16.6,23.3,77,681,31.2,30,0
8/10/2019 20:00,20,17,16.6,23,78,682,30.5,31,0
8/10/2019 21:00,17,15,16.6,22.8,79,683,30.3,32,0
8/10/2019 22:00,14,10,16.6,22.6,80,683,30.1,32,0
8/10/2019 23:00,13,13,16.6,22,83,683,29.7,33,0
8/11/2019 0:00,11,11,16.6,21.6,86,683,29.4,34,0
8/11/2019 1:00,12,11,16.6,21.4,86,683,29.2,34,0
8/11/2019 2:00,9,12,16.6,21.2,87,682,29,34,0
8/11/2019 3:00,11,10,16.6,21,86,682,28.7,34,0
8/11/2019 4:00,7,10,16.6,20.8,87,682,28.4,34,0
8/11/2019 5:00,11,15,16.6,20.7,86,682,28.2,35,0
8/11/2019 6:00,15,13,16.6,20.9,83,682,28.2,33,0
8/11/2019 7:00,17,18,16.6,20.7,84,682,28.3,34,0
8/11/2019 8:00,13,18,16.6,21.3,82,682,28.7,33,0
8/11/2019 9:00,16,13,16.6,21.8,79,683,29.5,32,0
8/11/2019 10:00,10,11,16.6,23.6,72,682,30.9,29,0
8/11/2019 11:00,11,13,16.6,24.3,70,682,32.2,28,0
8/11/2019 12:00,14,15,16.6,25.6,65,682,33.7,25,0
8/11/2019 13:00,10,8,16.6,25.6,67,682,34.1,26,0
8/11/2019 14:00,6,12,16.6,27.1,60,681,35.2,24,0
8/11/2019 15:00,11,18,16.6,27.5,59,680,36,22,0
8/11/2019 16:00,15,16,16.6,26.9,60,680,35.7,22,0
8/11/2019 17:00,14,14,16.6,26.1,65,680,34.7,25,0
8/11/2019 18:00,16,15,16.6,25.7,68,680,33.9,26,0
8/11/2019 19:00,8,13,16.6,25.3,68,681,33.1,27,0
8/11/2019 20:00,19,19,16.7,22.3,87,682,31.1,32,0
8/11/2019 21:00,11,16,16.6,21.8,94,682,29.2,37,0
8/11/2019 22:00,16,14,16.6,22.3,91,683,29.6,36,0
8/11/2019 23:00,13,16,16.6,22.2,91,683,29.9,36,0
8/12/2019 0:00,11,10,16.6,21.7,92,682,29.6,36,0
8/12/2019 1:00,10,13,16.6,21.5,93,682,29.4,36,0
8/12/2019 2:00,12,11,16.7,21.3,92,682,29.2,36,0
8/12/2019 3:00,7,9,16.6,21.2,92,681,29.1,36,0
8/12/2019 4:00,11,9,16.6,21.2,92,681,29.1,36,0
8/12/2019 5:00,11,15,16.6,21.2,91,681,28.9,36,0
8/12/2019 6:00,12,13,16.6,21.1,92,681,28.9,36,0
8/12/2019 7:00,18,24,16.6,21,92,682,28.9,35,0
8/12/2019 8:00,22,22,16.6,21.3,90,682,29,35,0
8/12/2019 9:00,22,16,16.6,22.1,86,683,29.8,34,0
8/12/2019 10:00,20,19,16.6,23.4,79,683,31.3,31,0
8/12/2019 11:00,12,13,16.6,25,71,682,33.1,27,0
8/12/2019 12:00,15,13,16.6,25.1,70,682,33.7,26,0
8/12/2019 13:00,15,15,16.6,26.8,63,682,35.1,24,0
8/12/2019 14:00,15,19,16.6,27.2,62,681,36.3,23,0
8/12/2019 15:00,11,10,16.7,27.5,60,681,36.4,22,0
8/12/2019 16:00,11,15,16.6,28.2,59,680,37,22,0
8/12/2019 17:00,16,22,16.6,27.9,60,680,37,22,0
8/12/2019 18:00,19,21,16.6,27.1,62,680,35.7,23,0
8/12/2019 19:00,26,28,16.6,25.1,76,681,34.3,27,0
8/12/2019 20:00,26,22,16.6,23.5,82,681,32.2,30,0
8/12/2019 21:00,25,28,16.6,23.5,83,682,31.6,31,0
8/12/2019 22:00,29,30,16.6,23.7,82,682,31.6,31,0
8/12/2019 23:00,26,25,16.6,23,87,683,31.3,33,0
8/13/2019 0:00,19,13,16.6,22.5,89,682,30.5,34,0
8/13/2019 1:00,10,12,16.6,22.4,88,682,30.3,34,0
8/13/2019 2:00,15,16,16.6,22,89,681,30.1,34,0
8/13/2019 3:00,17,17,16.6,21.7,91,681,29.8,34,0
8/13/2019 4:00,17,22,16.6,21.6,90,681,29.6,35,0
8/13/2019 5:00,15,17,16.6,21.3,91,681,29.4,35,0
8/13/2019 6:00,16,12,16.6,21.2,91,681,29.2,35,0
8/13/2019 7:00,13,19,16.6,21.3,90,681,29.1,35,0
8/13/2019 8:00,20,26,16.6,21.8,87,682,29.6,34,0
8/13/2019 9:00,20,20,16.6,22.8,82,682,30.5,32,0
8/13/2019 10:00,17,17,16.6,23.5,79,683,31.5,30,0
8/13/2019 11:00,15,13,16.6,24.7,73,683,32.8,28,0
8/13/2019 12:00,12,15,16.6,25.7,68,683,34.3,26,0
8/13/2019 13:00,18,24,16.6,26.5,65,682,35.1,25,0
8/13/2019 14:00,17,12,16.6,27.4,61,681,35.8,23,0
8/13/2019 15:00,12,19,16.6,28.1,59,681,37.3,21,0
8/13/2019 16:00,24,30,16.6,28.5,57,681,38.1,20,0
8/13/2019 17:00,25,24,16.6,28.1,58,680,37.5,21,0
8/13/2019 18:00,21,24,16.6,26.8,64,681,36.2,23,0
8/13/2019 19:00,23,14,16.7,22.5,90,682,32.7,30,0
8/13/2019 20:00,10,10,16.6,22.3,89,682,30.7,33,0
8/13/2019 21:00,12,13,16.6,22.4,90,683,30.6,34,0
8/13/2019 22:00,12,12,16.7,22,91,683,30.4,34,0
8/13/2019 23:00,24,30,16.6,22.6,86,683,30.6,33,0
8/14/2019 0:00,25,25,16.6,22.5,82,683,30.4,31,0
8/14/2019 1:00,23,25,16.6,22.1,84,683,30.2,32,0
8/14/2019 2:00,24,20,16.6,21.7,86,682,29.8,33,0
8/14/2019 3:00,17,16,16.6,21.4,89,682,29.3,34,0
8/14/2019 4:00,21,23,16.6,21.2,90,681,29.2,34,0
8/14/2019 5:00,21,21,16.6,21.1,89,682,28.9,34,0
8/14/2019 6:00,20,22,16.6,21.1,89,682,28.9,35,0
8/14/2019 7:00,28,30,16.6,21.2,88,682,29.1,34,0
8/14/2019 8:00,32,32,16.6,21.9,85,683,29.8,33,0
8/14/2019 9:00,30,29,16.6,22.7,81,683,31,31,0
8/14/2019 10:00,24,23,16.6,23.7,76,683,32,29,0
8/14/2019 11:00,19,24,16.6,25.3,69,683,33.4,27,0
8/14/2019 12:00,22,23,16.6,26.1,66,683,34.9,25,0
8/14/2019 13:00,22,20,16.6,27.3,62,682,35.7,23,0
8/14/2019 14:00,19,18,16.6,28.3,57,682,37.2,21,0
8/14/2019 15:00,19,16,16.6,27.9,59,681,37.7,21,0
8/14/2019 16:00,14,11,16.6,27,63,681,36.3,22,0
8/14/2019 17:00,24,22,16.7,22.5,88,682,33.1,29,0
8/14/2019 18:00,18,21,16.6,23,90,682,30.4,35,0
8/14/2019 19:00,19,11,16.7,21.9,95,682,29.9,36,0
8/14/2019 20:00,10,12,16.6,21.9,96,683,28.9,39,0
8/14/2019 21:00,18,21,16.6,22.2,89,683,29,36,0
8/14/2019 22:00,21,22,16.6,22,87,684,29.1,35,0
8/14/2019 23:00,19,18,16.6,21.9,87,684,29.3,35,0
8/15/2019 0:00,16,19,16.6,21.5,90,684,29.1,35,0
8/15/2019 1:00,18,14,16.6,21.2,91,684,29,35,0
8/15/2019 2:00,15,12,16.6,21.1,90,683,28.9,35,0
8/15/2019 3:00,8,7,16.6,21.1,90,683,28.9,35,0
8/15/2019 4:00,11,11,16.6,20.9,90,683,28.7,35,0
8/15/2019 5:00,9,14,16.6,21,90,683,28.7,35,0
8/15/2019 6:00,15,10,16.6,21.1,89,683,28.8,35,0
8/15/2019 7:00,10,12,16.6,21.1,89,683,28.9,35,0
8/15/2019 8:00,18,22,16.6,21.6,87,684,29.4,34,0
8/15/2019 9:00,20,12,16.6,22.4,81,684,30.2,32,0
8/15/2019 10:00,14,12,16.6,23.6,73,684,31.4,29,0
8/15/2019 11:00,12,16,16.6,25.6,65,684,33.5,26,0
8/15/2019 12:00,11,17,16.6,26.3,63,684,34.8,24,0
8/15/2019 13:00,16,15,16.6,27.1,60,683,35.6,23,0
8/15/2019 14:00,13,12,16.6,27.1,60,683,35.9,22,0
8/15/2019 15:00,13,12,16.6,26.9,64,682,36.2,23,0
8/15/2019 16:00,10,22,16.6,28.1,60,682,37.7,21,0
8/15/2019 17:00,19,8,16.7,23.1,88,682,33.6,29,0
8/15/2019 18:00,10,14,16.6,23.3,82,682,31.4,31,0
8/15/2019 19:00,12,12,16.6,23.4,84,683,31.3,33,0
8/15/2019 20:00,18,24,16.6,23.3,84,683,31.5,32,0
8/15/2019 21:00,25,25,16.6,23.2,86,683,31.2,33,0
8/15/2019 22:00,24,22,16.6,23,89,684,30.9,34,0
8/15/2019 23:00,21,17,16.6,22.8,88,684,31,34,0
8/16/2019 0:00,16,16,16.6,22.6,88,684,30.7,33,0
8/16/2019 1:00,13,13,16.6,22.2,87,683,30.4,33,0
8/16/2019 2:00,17,15,16.6,21.9,87,683,30.1,33,0
8/16/2019 3:00,16,15,16.6,21.7,86,683,30,33,0
8/16/2019 4:00,13,15,16.6,21.4,88,683,29.5,33,0
8/16/2019 5:00,15,13,16.6,21.2,89,682,29.2,34,0
8/16/2019 6:00,13,20,16.6,21.2,89,683,29.2,34,0
8/16/2019 7:00,21,27,16.6,21.4,89,683,29.4,34,0
8/16/2019 8:00,22,23,16.6,22,87,683,29.9,34,0
8/16/2019 9:00,23,22,16.6,22.9,82,684,31.2,31,0
8/16/2019 10:00,15,13,16.6,24.1,77,684,32.4,30,0
8/16/2019 11:00,17,13,16.6,25,73,684,33.5,28,0
8/16/2019 12:00,12,11,16.6,26.4,68,683,35,25,0
8/16/2019 13:00,9,9,16.6,27.1,64,683,36.3,23,0
8/16/2019 14:00,9,5,16.7,27.2,63,682,36.2,23,0
8/16/2019 15:00,4,11,16.6,28.6,57,681,37.6,21,0
8/16/2019 16:00,10,17,16.6,29.1,57,681,39,20,0
8/16/2019 17:00,12,14,16.6,27,67,681,37.5,22,0
8/16/2019 18:00,18,15,16.7,24.4,81,681,35,26,0
8/16/2019 19:00,18,23,16.6,23.7,82,681,33.1,29,0
8/16/2019 20:00,25,28,16.6,23.3,84,682,31.7,31,0
8/16/2019 21:00,21,9,16.7,21.3,93,683,29.3,35,0
8/16/2019 22:00,12,17,16.6,21.2,93,683,28.5,37,0
8/16/2019 23:00,21,21,16.6,21.4,93,683,28.9,36,0
8/17/2019 0:00,18,11,16.6,21.5,92,683,29.1,36,0
8/17/2019 1:00,13,13,16.6,21.3,91,683,29,35,0
8/17/2019 2:00,15,12,16.6,21.4,91,682,29,35,0
8/17/2019 3:00,18,12,16.6,21.3,90,682,29.1,35,0
8/17/2019 4:00,13,11,16.6,21.1,89,682,29,34,0
8/17/2019 5:00,11,11,16.6,21,89,682,29.1,34,0
8/17/2019 6:00,18,15,16.6,20.7,90,682,29,33,0
8/17/2019 7:00,15,19,16.6,20.5,90,682,28.6,34,0
8/17/2019 8:00,24,33,16.6,20.4,92,683,28.5,34,0
8/17/2019 9:00,31,32,16.6,20.6,92,683,28.3,35,0
8/17/2019 10:00,34,32,16.6,21.4,89,684,29.4,34,0
8/17/2019 11:00,33,33,16.6,22.1,85,684,30.5,31,0
8/17/2019 12:00,25,24,16.6,22.8,82,683,31.4,30,0
8/17/2019 13:00,23,17,16.6,23.3,79,683,32.3,28,0
8/17/2019 14:00,19,20,16.6,23.9,76,682,32.7,28,0
8/17/2019 15:00,19,21,16.6,25.2,71,682,34,26,0
8/17/2019 16:00,18,21,16.6,25.6,70,681,35.3,24,0
8/17/2019 17:00,18,20,16.7,25,73,681,34.4,26,0
8/17/2019 18:00,22,23,16.6,24.7,75,681,33.7,27,0
8/17/2019 19:00,19,20,16.6,24,79,681,32.6,29,0
8/17/2019 20:00,25,26,16.6,23.8,81,682,32,30,0
8/17/2019 21:00,32,38,16.6,23.7,82,682,31.9,31,0
8/17/2019 22:00,31,31,16.6,23.3,84,683,31.7,31,0
8/17/2019 23:00,35,44,16.6,23.1,88,683,31.5,32,0
8/18/2019 0:00,44,39,16.6,22.3,95,683,30.6,35,0
8/18/2019 1:00,37,33,16.6,22.1,95,683,30,36,0
8/18/2019 2:00,25,16,16.6,21.7,96,682,29.6,37,0
8/18/2019 3:00,16,13,16.6,21.4,96,682,29.1,37,0
8/18/2019 4:00,11,11,16.6,21.2,96,682,28.9,37,0
8/18/2019 5:00,13,16,16.6,21.1,96,682,28.8,37,0
8/18/2019 6:00,16,18,16.6,21.1,94,682,28.8,36,0
8/18/2019 7:00,18,22,16.6,21.2,93,682,29.2,36,0
8/18/2019 8:00,24,27,16.6,21.4,92,683,29.6,35,0
8/18/2019 9:00,26,26,16.6,21.7,91,684,30,34,0
8/18/2019 10:00,27,29,16.6,22.1,88,684,30.5,33,0
8/18/2019 11:00,29,32,16.6,22.6,85,684,31.2,32,0
8/18/2019 12:00,30,33,16.6,23.1,86,684,32.1,31,0
8/18/2019 13:00,29,30,16.6,23.9,81,683,33.1,29,0
8/18/2019 14:00,31,35,16.6,24,82,683,33.6,28,0
8/18/2019 15:00,26,20,16.6,24.1,82,682,33.4,29,0
8/18/2019 16:00,16,12,16.7,25.2,76,682,34.1,28,0
8/18/2019 17:00,13,20,16.6,25.6,73,682,35,26,0
8/18/2019 18:00,22,17,16.6,25.2,75,682,34.8,26,0
8/18/2019 19:00,19,21,16.6,23.3,82,682,33.4,28,0
8/18/2019 20:00,22,27,16.6,22.6,84,683,31.9,29,0
8/18/2019 21:00,31,30,16.6,22.6,87,683,31.5,31,0
8/18/2019 22:00,25,15,16.7,21.5,94,684,30.2,34,0
8/18/2019 23:00,7,6,16.7,20.8,98,685,28.1,39,0
8/19/2019 0:00,9,17,16.6,21,97,684,28.1,39,0
8/19/2019 1:00,12,11,16.6,20.9,97,684,28.4,38,0
8/19/2019 2:00,10,7,16.6,20.8,96,683,28.6,37,0
8/19/2019 3:00,11,7,16.7,20.8,95,683,28.8,37,0
8/19/2019 4:00,9,10,16.6,20.8,96,683,29.2,36,0
8/19/2019 5:00,10,15,16.6,20.9,95,683,29.5,35,0
8/19/2019 6:00,20,24,16.6,20.9,95,683,29.6,34,0
8/19/2019 7:00,22,21,16.6,21,95,683,29.8,34,0
8/19/2019 8:00,22,25,16.6,21.9,91,684,30.5,33,0
8/19/2019 9:00,19,18,16.6,23.5,80,684,32.1,30,0
